SupplierNo,Supplier Name,Country,Seg.Code,Category code description,Number of Invoices,SRM Type,Created on,Last Invoice date,Currency,Year To Date Spend
204,Supplier 204,GB,701410,CLEANING SERVICES,21,APPROVED,22.09.2017,27.07.2018,GBP,"16,359.82"
205,Supplier 205,GB,821199,LEGAL SERVICES,9,APPROVED,22.09.2017,27.06.2018,GBP,"2,274.03"
206,Supplier 206,GB,999999,UNCLASSIFIED,1,APPROVED,22.09.2017,21.02.2018,GBP,"13,193.24"
207,Supplier 207,GB,961299,ROYALTIES,3,APPROVED,22.09.2017,20.06.2018,GBP,"23,138.76"
208,Supplier 208,GB,999999,UNCLASSIFIED,16,APPROVED,22.09.2017,13.06.2018,GBP,"151,472.00"
209,Supplier 209,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,4,APPROVED,22.09.2017,19.03.2018,GBP,0
210,Supplier 210,GB,821311,BANK SERVICES,1,APPROVED,22.09.2017,14.03.2018,GBP,900
211,Supplier 211,GB,841599,RECRUITMENT,51,APPROVED,22.09.2017,25.07.2018,GBP,"376,291.21"
212,Supplier 212,GB,361013,SMALL INDUSTRIAL SUPPLIES,62,APPROVED,22.09.2017,27.07.2018,GBP,"33,927.62"
213,Supplier 213,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,26,APPROVED,22.09.2017,09.05.2018,GBP,"15,520.70"
214,Supplier 214,GB,999999,UNCLASSIFIED,1,APPROVED,22.09.2017,04.04.2018,GBP,"8,500.00"
215,Supplier 215,GB,361615,FIRE DETECTION AND PROTECTION DEVICE MAINTENANCE,1,APPROVED,22.09.2017,27.06.2018,GBP,375
216,Supplier 216,GB,701211,SECURITY SERVICES,20,APPROVED,22.09.2017,20.06.2018,GBP,"11,946.36"
217,Supplier 217,GB,821012,ENVIRONMENTAL CONSULTING SERVICES,5,PREFERRED,22.09.2017,18.04.2018,GBP,"3,500.00"
218,Supplier 218,GB,307011,OTHER PLANT AND PROCESS EQUIPMENTS,2,APPROVED,22.09.2017,14.03.2018,GBP,"14,337.98"
219,Supplier 219,GB,304110,LEACHATE DISTRIBUTION STRUCTURES,30,APPROVED,22.09.2017,27.07.2018,GBP,"117,817.74"
220,Supplier 220,GB,701610,COLLECTIVE CATERING,15,APPROVED,22.09.2017,18.07.2018,GBP,"1,417.50"
221,Supplier 221,GB,304699,TANKS AND VESSELS FOR LIQUID,3,APPROVED,22.09.2017,16.05.2018,GBP,"19,197.96"
222,Supplier 222,GB,301099,CONTAINERS,3,APPROVED,22.09.2017,04.04.2018,GBP,400
223,Supplier 223,GB,701101,"PLANTS, MAINTENANCE OF GREEN SPACES, GARDEN AND ROAD WORK",6,APPROVED,22.09.2017,27.07.2018,GBP,"2,145.00"
224,Supplier 224,GB,801199,SOFTWARE,3,APPROVED,22.09.2017,30.05.2018,GBP,"25,245.00"
225,Supplier 225,GB,641120,SPECIFIC EQUIPMENTS,6,APPROVED,22.09.2017,27.07.2018,GBP,"1,897.96"
226,Supplier 226,GB,601099,SLUDGE AND WASTE TRANSPORTATION,356,APPROVED,22.09.2017,27.07.2018,GBP,"116,297.50"
227,Supplier 227,GB,841214,TECHNICAL AND INDUSTRIAL TRAINING,9,APPROVED,22.09.2017,27.07.2018,GBP,"2,696.90"
228,Supplier 228,GB,641120,SPECIFIC EQUIPMENTS,2,APPROVED,22.09.2017,26.04.2018,GBP,80
229,Supplier 229,GB,999999,UNCLASSIFIED,7,APPROVED,22.09.2017,27.07.2018,GBP,"1,760.00"
230,Supplier 230,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,7,APPROVED,22.09.2017,27.06.2018,GBP,"2,808.50"
231,Supplier 231,GB,301013,SKIP - MAINTENANCE AND SERVICES,195,APPROVED,22.09.2017,27.07.2018,GBP,"75,284.10"
232,Supplier 232,GB,307011,OTHER PLANT AND PROCESS EQUIPMENTS,29,APPROVED,22.09.2017,27.07.2018,GBP,"99,306.33"
233,Supplier 233,GB,301711,OVERHEAD - TRAVELLING CRANE MAINTENANCE AND SERVICE,8,APPROVED,22.09.2017,27.07.2018,GBP,"29,628.40"
234,Supplier 234,GB,301099,CONTAINERS,3,APPROVED,22.09.2017,02.07.2018,GBP,831.82
235,Supplier 235,GB,821499,INSURANCE SERVICE,3,APPROVED,22.09.2017,03.05.2018,GBP,"14,308.99"
236,Supplier 236,IE,307011,OTHER PLANT AND PROCESS EQUIPMENTS,6,PREFERRED,22.09.2017,13.06.2018,GBP,"58,040.26"
237,Supplier 237,GB,641120,SPECIFIC EQUIPMENTS,21,APPROVED,22.09.2017,27.07.2018,GBP,"8,628.54"
238,Supplier 238,GB,302399,WASTE WATER PUMPS AND MIXERS,4,APPROVED,22.09.2017,21.06.2018,GBP,"24,955.04"
239,Supplier 239,GB,641120,SPECIFIC EQUIPMENTS,11,APPROVED,22.09.2017,21.03.2018,GBP,"3,952.50"
240,Supplier 240,GB,307011,OTHER PLANT AND PROCESS EQUIPMENTS,1,APPROVED,22.09.2017,31.01.2018,GBP,"1,172.00"
241,Supplier 241,GB,308012,MAINTENANCE FOR ON LINE BOILER CLEANING SYSTEMS,145,APPROVED,22.09.2017,27.07.2018,GBP,"150,083.33"
242,Supplier 242,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,80,APPROVED,22.09.2017,27.07.2018,GBP,"149,323.86"
243,Supplier 243,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,24,APPROVED,22.09.2017,27.07.2018,GBP,"219,990.00"
244,Supplier 244,GB,307011,OTHER PLANT AND PROCESS EQUIPMENTS,1,MAJOR,22.09.2017,23.05.2018,GBP,817
245,Supplier 245,GB,362317,GREEN SPACE EQUIPMENTS AND AGRICULTURAL EQUIPMENTS,26,APPROVED,22.09.2017,27.07.2018,GBP,"17,446.65"
246,Supplier 246,GB,361013,SMALL INDUSTRIAL SUPPLIES,19,APPROVED,22.09.2017,30.05.2018,GBP,"7,446.95"
247,Supplier 247,GB,621116,ARCHIVING AREA RENTAL,1,APPROVED,22.09.2017,14.02.2018,GBP,583.68
248,Supplier 248,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,2,APPROVED,22.09.2017,31.01.2018,GBP,390
249,Supplier 249,GB,601016,WASTE TRUCK TRANSPORT,6,PREFERRED,22.09.2017,07.02.2018,GBP,"2,236.35"
250,Supplier 250,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,59,APPROVED,22.09.2017,27.07.2018,GBP,"15,146.59"
251,Supplier 251,GB,321415,ACCESS AND SECURITY MAINTENANCE,1,APPROVED,22.09.2017,10.01.2018,GBP,710
252,Supplier 252,GB,641120,SPECIFIC EQUIPMENTS,7,APPROVED,22.09.2017,27.07.2018,GBP,"2,693.48"
253,Supplier 253,GB,307011,OTHER PLANT AND PROCESS EQUIPMENTS,11,APPROVED,22.09.2017,30.05.2018,GBP,"8,605.87"
254,Supplier 254,GB,641111,HEAVY VEHICLES CHASSIS ACQUISITION,22,APPROVED,22.09.2017,27.07.2018,GBP,"20,779.67"
255,Supplier 255,GB,641122,HEAVY VEHICLES SPARE PARTS,2,APPROVED,22.09.2017,27.07.2018,GBP,575.64
256,Supplier 256,GB,305612,STEAM TURBINE - MAINTENANCE AND SERVICE,4,PREFERRED,22.09.2017,16.05.2018,GBP,"12,260.50"
257,Supplier 257,GB,821099,CONSULTING SERVICES,9,APPROVED,22.09.2017,13.07.2018,GBP,"17,726.67"
258,Supplier 258,AT,441201,WASTE INCINERATOR PROCESS TURNKEY,7,APPROVED,22.09.2017,03.07.2018,GBP,"184,848.00"
259,Supplier 259,GB,309999,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,3,APPROVED,22.09.2017,02.01.2018,GBP,650
260,Supplier 260,GB,641122,HEAVY VEHICLES SPARE PARTS,13,APPROVED,22.09.2017,27.07.2018,GBP,"5,353.48"
261,Supplier 261,GB,721410,TRAVEL AGENCY FEES,1,APPROVED,22.09.2017,31.01.2018,GBP,75
262,Supplier 262,GB,381099,ANALYSES AND LABORATORY,3,APPROVED,22.09.2017,30.05.2018,GBP,"4,010.00"
263,Supplier 263,GB,821199,LEGAL SERVICES,18,APPROVED,22.09.2017,02.07.2018,GBP,"18,642.95"
264,Supplier 264,GB,401099,CIVIL AND PUBLIC WORK,51,APPROVED,22.09.2017,02.07.2018,GBP,"28,833.31"
265,Supplier 265,GB,307011,OTHER PLANT AND PROCESS EQUIPMENTS,5,APPROVED,22.09.2017,27.06.2018,GBP,"2,854.62"
266,Supplier 266,GB,821099,CONSULTING SERVICES,4,APPROVED,22.09.2017,31.01.2018,GBP,"2,295.00"
267,Supplier 267,GB,999999,UNCLASSIFIED,1,APPROVED,22.09.2017,02.01.2018,GBP,"1,200.00"
268,Supplier 268,GB,721020,"GENERAL AND TECHNICAL DOCUMENTATION, SUBSCRIPTIONS",2,APPROVED,22.09.2017,16.05.2018,GBP,"2,610.00"
269,Supplier 269,GB,701610,COLLECTIVE CATERING,2,APPROVED,22.09.2017,28.03.2018,GBP,278.2
270,Supplier 270,GB,641121,HEAVY VEHICLES BODIES AND EQUIPMENTS MAINTENANCE AND REPAIR SERVICES,12,APPROVED,22.09.2017,30.05.2018,GBP,"1,490.45"
271,Supplier 271,GB,601016,WASTE TRUCK TRANSPORT,58,APPROVED,22.09.2017,27.07.2018,GBP,"166,597.08"
272,Supplier 272,GB,721413,DINING EXPENSES,11,APPROVED,22.09.2017,11.07.2018,GBP,"45,336.71"
273,Supplier 273,GB,401099,CIVIL AND PUBLIC WORK,21,APPROVED,22.09.2017,04.07.2018,GBP,"32,437.56"
274,Supplier 274,GB,701099,SITE MAINTENANCE AND WORKS,35,APPROVED,22.09.2017,27.07.2018,GBP,"64,244.18"
275,Supplier 275,GB,999999,UNCLASSIFIED,1,APPROVED,22.09.2017,02.01.2018,GBP,400
276,Supplier 276,GB,701101,"PLANTS, MAINTENANCE OF GREEN SPACES, GARDEN AND ROAD WORK",2,APPROVED,22.09.2017,27.06.2018,GBP,"1,271.00"
277,Supplier 277,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,94,APPROVED,22.09.2017,27.07.2018,GBP,"25,546.91"
278,Supplier 278,GB,307011,OTHER PLANT AND PROCESS EQUIPMENTS,11,APPROVED,22.09.2017,27.06.2018,GBP,"9,077.85"
279,Supplier 279,GB,621013,SEA GOODS TRANSPORT,1,APPROVED,22.09.2017,26.04.2018,GBP,55
280,Supplier 280,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,14,APPROVED,22.09.2017,09.05.2018,GBP,"143,467.53"
281,Supplier 281,GB,621013,SEA GOODS TRANSPORT,10,APPROVED,22.09.2017,11.07.2018,GBP,"19,342.00"
282,Supplier 282,GB,721414,HOTELS,4,APPROVED,22.09.2017,06.06.2018,GBP,516.67
283,Supplier 283,GB,701901,FACILITY MANAGEMENT,6,APPROVED,22.09.2017,27.07.2018,GBP,"111,725.50"
284,Supplier 284,GB,641311,CONSTRUCTION MACHINERY LONG TERM RENTAL,40,APPROVED,22.09.2017,31.07.2018,GBP,"755,354.09"
285,Supplier 285,GB,999999,UNCLASSIFIED,1,APPROVED,22.09.2017,27.06.2018,GBP,159.22
286,Supplier 286,GB,362111,"WORK CLOTHES, UNIFORMS - RENTAL AND MAINTENANCE",12,PREFERRED,22.09.2017,27.07.2018,GBP,"19,917.53"
287,Supplier 287,GB,721414,HOTELS,1,APPROVED,22.09.2017,11.07.2018,GBP,"5,925.00"
288,Supplier 288,GB,641315,CONSTRUCTION MACHINERY MAINTENANCE,1,APPROVED,22.09.2017,14.03.2018,GBP,487.18
289,Supplier 289,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,4,APPROVED,22.09.2017,26.04.2018,GBP,"3,019.00"
290,Supplier 290,GB,307011,OTHER PLANT AND PROCESS EQUIPMENTS,73,APPROVED,22.09.2017,27.07.2018,GBP,"258,357.74"
291,Supplier 291,GB,309999,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,9,APPROVED,22.09.2017,27.07.2018,GBP,"2,045.66"
292,Supplier 292,GB,401099,CIVIL AND PUBLIC WORK,21,APPROVED,22.09.2017,29.01.2018,GBP,"25,969.95"
293,Supplier 293,GB,801311,MOBILE PHONE COMMUNICATION SUBSCRIPTION AND CONSUMPTION,3,APPROVED,22.09.2017,02.05.2018,GBP,930
294,Supplier 294,GB,401099,CIVIL AND PUBLIC WORK,8,APPROVED,22.09.2017,02.05.2018,GBP,"18,966.52"
295,Supplier 295,GB,302018,ELECTRICAL MOTOR - MAINTENANCE AND SERVICE,136,APPROVED,22.09.2017,27.07.2018,GBP,"151,686.23"
296,Supplier 296,GB,401199,BUILDING CONSTRUCTION,16,APPROVED,22.09.2017,18.07.2018,GBP,"135,601.39"
297,Supplier 297,GB,701211,SECURITY SERVICES,8,APPROVED,22.09.2017,30.05.2018,GBP,"6,017.10"
298,Supplier 298,GB,701610,COLLECTIVE CATERING,10,APPROVED,22.09.2017,27.07.2018,GBP,"1,458.96"
299,Supplier 299,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,36,APPROVED,22.09.2017,04.04.2018,GBP,"710,192.25"
300,Supplier 300,GB,821716,INTERNAL EVENT,1,APPROVED,22.09.2017,02.01.2018,GBP,195
301,Supplier 301,GB,999999,UNCLASSIFIED,2,APPROVED,22.09.2017,10.01.2018,GBP,"3,750.43"
302,Supplier 302,GB,307011,OTHER PLANT AND PROCESS EQUIPMENTS,3,APPROVED,22.09.2017,27.07.2018,GBP,"2,045.65"
303,Supplier 303,GB,621116,ARCHIVING AREA RENTAL,49,APPROVED,22.09.2017,27.07.2018,GBP,"6,517.31"
304,Supplier 304,GB,305410,FIREBRICKS - NEW MATERIAL,3,APPROVED,22.09.2017,29.05.2018,GBP,"214,673.49"
305,Supplier 305,GB,401199,BUILDING CONSTRUCTION,1,APPROVED,22.09.2017,30.05.2018,GBP,"1,326.00"
306,Supplier 306,GB,999999,UNCLASSIFIED,2,APPROVED,22.09.2017,16.05.2018,GBP,"16,530.00"
307,Supplier 307,GB,721414,HOTELS,9,APPROVED,22.09.2017,27.07.2018,GBP,"6,564.49"
308,Supplier 308,GB,821099,CONSULTING SERVICES,1,APPROVED,22.09.2017,02.01.2018,GBP,"5,320.00"
309,Supplier 309,GB,542410,DRINKING WATER DI PIPES,11,APPROVED,22.09.2017,14.02.2018,GBP,"26,007.41"
310,Supplier 310,GB,401199,BUILDING CONSTRUCTION,246,PREFERRED,22.09.2017,27.07.2018,GBP,"549,038.00"
311,Supplier 311,GB,801099,IT SERVICES,1,APPROVED,22.09.2017,02.07.2018,GBP,"12,461.00"
312,Supplier 312,GB,361013,SMALL INDUSTRIAL SUPPLIES,38,APPROVED,22.09.2017,27.07.2018,GBP,"1,914.71"
313,Supplier 313,GB,307011,OTHER PLANT AND PROCESS EQUIPMENTS,1,APPROVED,22.09.2017,26.04.2018,GBP,"3,576.00"
314,Supplier 314,GB,641315,CONSTRUCTION MACHINERY MAINTENANCE,19,APPROVED,22.09.2017,27.07.2018,GBP,"25,776.48"
315,Supplier 315,GB,801199,SOFTWARE,19,PREFERRED,22.09.2017,27.07.2018,GBP,"68,604.68"
316,Supplier 316,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,93,APPROVED,22.09.2017,27.07.2018,GBP,"3,886.15"
317,Supplier 317,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,18,APPROVED,22.09.2017,27.07.2018,GBP,"4,975.12"
318,Supplier 318,GB,641811,TYRES VEHICLES HEAVIER THAN 3.5T,5,APPROVED,22.09.2017,30.05.2018,GBP,"1,401.25"
319,Supplier 319,GB,821099,CONSULTING SERVICES,1,APPROVED,22.09.2017,11.07.2018,GBP,"1,115.63"
320,Supplier 320,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,11,APPROVED,22.09.2017,25.07.2018,GBP,"2,201.60"
321,Supplier 321,GB,361615,FIRE DETECTION AND PROTECTION DEVICE MAINTENANCE,46,APPROVED,22.09.2017,27.07.2018,GBP,"225,677.33"
322,Supplier 322,GB,381099,ANALYSES AND LABORATORY,61,APPROVED,22.09.2017,27.07.2018,GBP,"28,143.60"
323,Supplier 323,GB,641314,CONSTRUCTION MACHINERY SPARE PARTS,9,APPROVED,22.09.2017,27.07.2018,GBP,"6,224.56"
324,Supplier 324,GB,641122,HEAVY VEHICLES SPARE PARTS,15,APPROVED,22.09.2017,27.06.2018,GBP,"4,319.21"
325,Supplier 325,GB,841210,COACHING,2,APPROVED,22.09.2017,21.03.2018,GBP,"1,370.00"
326,Supplier 326,GB,301099,CONTAINERS,6,APPROVED,22.09.2017,27.06.2018,GBP,"8,075.00"
327,Supplier 327,GB,999999,UNCLASSIFIED,2,APPROVED,22.09.2017,04.04.2018,GBP,"4,392.00"
328,Supplier 328,GB,641122,HEAVY VEHICLES SPARE PARTS,4,APPROVED,22.09.2017,27.06.2018,GBP,"1,628.56"
329,Supplier 329,GB,999999,UNCLASSIFIED,6,PREFERRED,22.09.2017,02.07.2018,GBP,"591,988.75"
330,Supplier 330,GB,307011,OTHER PLANT AND PROCESS EQUIPMENTS,3,APPROVED,22.09.2017,28.02.2018,GBP,"1,135.00"
331,Supplier 331,GB,641315,CONSTRUCTION MACHINERY MAINTENANCE,62,APPROVED,22.09.2017,27.07.2018,GBP,"34,112.68"
332,Supplier 332,GB,999999,UNCLASSIFIED,1,APPROVED,22.09.2017,28.02.2018,GBP,800
333,Supplier 333,GB,381099,ANALYSES AND LABORATORY,1,APPROVED,22.09.2017,18.04.2018,GBP,61
334,Supplier 334,GB,641120,SPECIFIC EQUIPMENTS,15,APPROVED,22.09.2017,25.07.2018,GBP,"1,550.68"
335,Supplier 335,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,23,APPROVED,22.09.2017,18.07.2018,GBP,"84,337.96"
336,Supplier 336,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,2,APPROVED,22.09.2017,27.06.2018,GBP,270
337,Supplier 337,GB,307011,OTHER PLANT AND PROCESS EQUIPMENTS,21,APPROVED,22.09.2017,27.07.2018,GBP,"18,352.13"
338,Supplier 338,GB,641311,CONSTRUCTION MACHINERY LONG TERM RENTAL,10,APPROVED,22.09.2017,27.07.2018,GBP,"2,910.00"
339,Supplier 339,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,10,APPROVED,22.09.2017,28.03.2018,GBP,"63,598.75"
340,Supplier 340,GB,821099,CONSULTING SERVICES,13,APPROVED,22.09.2017,02.07.2018,GBP,"72,254.51"
341,Supplier 341,GB,821099,CONSULTING SERVICES,2,APPROVED,22.09.2017,26.04.2018,GBP,"30,649.00"
342,Supplier 342,GB,821099,CONSULTING SERVICES,2,APPROVED,22.09.2017,27.06.2018,GBP,"14,500.00"
343,Supplier 343,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,13,APPROVED,22.09.2017,13.06.2018,GBP,682.48
344,Supplier 344,GB,401199,BUILDING CONSTRUCTION,504,APPROVED,22.09.2017,27.07.2018,GBP,"249,715.76"
345,Supplier 345,FR,149999,CHEMICAL AND TREATMENT PRODUCTS,6,APPROVED,22.09.2017,29.05.2018,GBP,"5,643.12"
346,Supplier 346,GB,307011,OTHER PLANT AND PROCESS EQUIPMENTS,4,APPROVED,22.09.2017,07.02.2018,GBP,"5,060.00"
347,Supplier 347,GB,821099,CONSULTING SERVICES,3,APPROVED,22.09.2017,30.05.2018,GBP,"1,028.89"
348,Supplier 348,GB,821012,ENVIRONMENTAL CONSULTING SERVICES,6,APPROVED,22.09.2017,11.07.2018,GBP,"21,630.70"
349,Supplier 349,DE,301710,OVERHEAD-TRAVELLING CRANE DOUBLE GIRDER - NEW MATERIAL,2,APPROVED,22.09.2017,02.05.2018,GBP,537.38
350,Supplier 350,GB,601016,WASTE TRUCK TRANSPORT,3,APPROVED,22.09.2017,11.04.2018,GBP,380
351,Supplier 351,GB,961301,ASSOCIATION SUBSCRITION,1,APPROVED,22.09.2017,28.03.2018,GBP,"3,532.00"
352,Supplier 352,GB,841214,TECHNICAL AND INDUSTRIAL TRAINING,6,APPROVED,22.09.2017,27.07.2018,GBP,"4,425.00"
353,Supplier 353,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,15,APPROVED,22.09.2017,27.07.2018,GBP,"15,165.29"
354,Supplier 354,DE,301711,OVERHEAD - TRAVELLING CRANE MAINTENANCE AND SERVICE,35,PREFERRED,22.09.2017,04.05.2018,GBP,"213,067.64"
355,Supplier 355,GB,261399,WATER,92,APPROVED,22.09.2017,27.07.2018,GBP,"14,573.76"
356,Supplier 356,GB,701710,RENT AND CHARGES,2,APPROVED,22.09.2017,23.05.2018,GBP,"17,540.00"
357,Supplier 357,GB,999999,UNCLASSIFIED,1,APPROVED,22.09.2017,29.01.2018,GBP,"3,409.33"
358,Supplier 358,GB,601016,WASTE TRUCK TRANSPORT,4,APPROVED,22.09.2017,09.05.2018,GBP,"5,800.00"
359,Supplier 359,GB,307011,OTHER PLANT AND PROCESS EQUIPMENTS,46,APPROVED,22.09.2017,27.07.2018,GBP,"157,368.45"
360,Supplier 360,GB,321498,ELECTRICAL INSTALLATION SERVICES AND MAINTENANCE,214,APPROVED,22.09.2017,27.07.2018,GBP,"73,521.79"
361,Supplier 361,GB,961301,ASSOCIATION SUBSCRITION,2,APPROVED,22.09.2017,11.07.2018,GBP,200
362,Supplier 362,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,9,APPROVED,22.09.2017,27.06.2018,GBP,"1,540.80"
363,Supplier 363,GB,999999,UNCLASSIFIED,7,APPROVED,22.09.2017,27.06.2018,GBP,"19,983.65"
364,Supplier 364,GB,999999,UNCLASSIFIED,1,APPROVED,22.09.2017,29.01.2018,GBP,"2,300.00"
365,Supplier 365,GB,307011,OTHER PLANT AND PROCESS EQUIPMENTS,5,APPROVED,22.09.2017,27.07.2018,GBP,923.12
366,Supplier 366,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,18,APPROVED,22.09.2017,27.07.2018,GBP,"4,692.00"
367,Supplier 367,GB,401099,CIVIL AND PUBLIC WORK,66,APPROVED,22.09.2017,27.07.2018,GBP,"78,372.41"
368,Supplier 368,GB,301099,CONTAINERS,35,PREFERRED,22.09.2017,27.07.2018,GBP,"246,906.62"
369,Supplier 369,GB,999999,UNCLASSIFIED,2,APPROVED,22.09.2017,28.02.2018,GBP,"34,291.95"
370,Supplier 370,GB,721415,"OTHER TRANSPORT (SUBWAY, …)",2,APPROVED,22.09.2017,02.07.2018,GBP,"4,775.00"
371,Supplier 371,GB,701710,RENT AND CHARGES,5,APPROVED,22.09.2017,27.07.2018,GBP,"25,000.00"
372,Supplier 372,GB,701901,FACILITY MANAGEMENT,20,APPROVED,22.09.2017,02.07.2018,GBP,"16,847.00"
373,Supplier 373,GB,601016,WASTE TRUCK TRANSPORT,"1,600",PREFERRED,22.09.2017,31.07.2018,GBP,"2,048,205.78"
374,Supplier 374,GB,307011,OTHER PLANT AND PROCESS EQUIPMENTS,5,APPROVED,22.09.2017,29.01.2018,GBP,"15,945.00"
375,Supplier 375,GB,307011,OTHER PLANT AND PROCESS EQUIPMENTS,87,APPROVED,22.09.2017,27.07.2018,GBP,"152,874.14"
376,Supplier 376,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,21,APPROVED,22.09.2017,27.07.2018,GBP,"7,480.32"
377,Supplier 377,GB,261399,WATER,1,APPROVED,22.09.2017,24.01.2018,GBP,848.12
378,Supplier 378,GB,361599,ELECTRIC AND ELECTRONICAL SMALL EQUIPMENT,2,APPROVED,22.09.2017,30.05.2018,GBP,694.85
379,Supplier 379,GB,381013,NOISE QUALITY CONTROL AND ANALYSIS,4,APPROVED,22.09.2017,28.02.2018,GBP,"3,453.53"
380,Supplier 380,GB,401099,CIVIL AND PUBLIC WORK,11,APPROVED,22.09.2017,27.07.2018,GBP,"14,070.00"
381,Supplier 381,GB,401216,BUILDING SITE BUNGALOW RENTAL AND PURCHASE,8,APPROVED,22.09.2017,27.07.2018,GBP,"5,749.20"
382,Supplier 382,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,"1,426",APPROVED,22.09.2017,27.07.2018,GBP,"25,852.35"
383,Supplier 383,GB,701901,FACILITY MANAGEMENT,3,APPROVED,22.09.2017,04.04.2018,GBP,392
384,Supplier 384,GB,702110,REPROGRAPHICS SERVICES,2,APPROVED,22.09.2017,27.07.2018,GBP,"1,180.00"
385,Supplier 385,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,3,APPROVED,22.09.2017,30.05.2018,GBP,"6,120.00"
386,Supplier 386,GB,999999,UNCLASSIFIED,1,APPROVED,22.09.2017,28.02.2018,GBP,"41,265.00"
387,Supplier 387,GB,307011,OTHER PLANT AND PROCESS EQUIPMENTS,10,APPROVED,22.09.2017,02.07.2018,GBP,"26,995.01"
388,Supplier 388,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,125,APPROVED,22.09.2017,27.07.2018,GBP,"66,353.25"
389,Supplier 389,GB,301412,COMPOSTING EQUIPMENT - MAINTENANCE AND SERVICE,66,APPROVED,22.09.2017,27.07.2018,GBP,"14,562.67"
390,Supplier 390,GB,821012,ENVIRONMENTAL CONSULTING SERVICES,10,APPROVED,22.09.2017,27.07.2018,GBP,"12,171.45"
391,Supplier 391,GB,999999,UNCLASSIFIED,1,APPROVED,22.09.2017,07.03.2018,GBP,595
392,Supplier 392,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,14,APPROVED,22.09.2017,27.07.2018,GBP,"6,170.50"
393,Supplier 393,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,744,APPROVED,22.09.2017,27.07.2018,GBP,"33,496.28"
394,Supplier 394,GB,307011,OTHER PLANT AND PROCESS EQUIPMENTS,5,APPROVED,22.09.2017,27.07.2018,GBP,480.99
395,Supplier 395,GB,362299,TOOLS,7,APPROVED,22.09.2017,27.07.2018,GBP,"9,698.08"
396,Supplier 396,GB,308022,INDUSTRIAL EQUIPMENT CLEANING,23,PREFERRED,22.09.2017,31.07.2018,GBP,"415,009.16"
397,Supplier 397,GB,841213,GENERAL SKILLS TRAINING,8,APPROVED,22.09.2017,27.07.2018,GBP,"10,020.00"
398,Supplier 398,GB,307011,OTHER PLANT AND PROCESS EQUIPMENTS,33,APPROVED,22.09.2017,27.07.2018,GBP,"19,653.60"
399,Supplier 399,GB,641315,CONSTRUCTION MACHINERY MAINTENANCE,3,APPROVED,22.09.2017,21.02.2018,GBP,"1,731.20"
400,Supplier 400,GB,701099,SITE MAINTENANCE AND WORKS,8,APPROVED,22.09.2017,14.03.2018,GBP,"31,031.82"
401,Supplier 401,GB,641311,CONSTRUCTION MACHINERY LONG TERM RENTAL,29,APPROVED,22.09.2017,27.07.2018,GBP,"17,070.16"
402,Supplier 402,GB,305612,STEAM TURBINE - MAINTENANCE AND SERVICE,6,PREFERRED,22.09.2017,02.07.2018,GBP,"38,486.00"
403,Supplier 403,GB,641311,CONSTRUCTION MACHINERY LONG TERM RENTAL,2,APPROVED,22.09.2017,27.07.2018,GBP,132.8
404,Supplier 404,GB,381099,ANALYSES AND LABORATORY,2,APPROVED,22.09.2017,27.07.2018,GBP,"7,098.07"
405,Supplier 405,GB,999999,UNCLASSIFIED,5,APPROVED,22.09.2017,27.07.2018,GBP,"1,545.16"
406,Supplier 406,GB,641121,HEAVY VEHICLES BODIES AND EQUIPMENTS MAINTENANCE AND REPAIR SERVICES,66,APPROVED,22.09.2017,27.07.2018,GBP,"143,383.49"
407,Supplier 407,GB,841212,TRAINING: HSE - SAFETY,19,APPROVED,22.09.2017,27.07.2018,GBP,"188,168.00"
